Test at 17:52,,,,y = 2E-10x3 - 2E-06x2 + 0.0058x + 49.68
21,53,12310003,03:25:10.3,
21,53,12315003,03:25:15.3,
21,53,12320003,03:25:20.3,
21,53,12325003,03:25:25.3,
21,54,12330003,03:25:30.3,
21,53,12335003,03:25:35.3,
21,53,12340003,03:25:40.3,
21,53,12345004,03:25:45.4,
21,53,12350003,03:25:50.3,
21,53,12355003,03:25:55.3,
21,53,12360003,03:26:00.3,
21,53,12365003,03:26:05.3,
21,53,12370003,03:26:10.3,
21,53,12375003,03:26:15.3,
21,53,12380003,03:26:20.3,
21,53,12385008,03:26:25.8,
21,53,12390003,03:26:30.3,
21,53,12395003,03:26:35.3,
21,53,12400003,03:26:40.3,
21,53,12405003,03:26:45.3,
21,53,12410003,03:26:50.3,
21,53,12415003,03:26:55.3,
21,53,12420003,03:27:00.3,
21,53,12425004,03:27:05.4,
21,53,12430003,03:27:10.3,
21,53,12435003,03:27:15.3,
21,53,12440003,03:27:20.3,
21,53,12445003,03:27:25.3,
21,53,12450003,03:27:30.3,
21,53,12455003,03:27:35.3,
21,53,12460003,03:27:40.3,
21,53,12465003,03:27:45.3,
21,53,12470003,03:27:50.3,
21,53,12475003,03:27:55.3,
21,53,12480003,03:28:00.3,
21,53,12485003,03:28:05.3,
21,53,12490003,03:28:10.3,
21,53,12495003,03:28:15.3,
21,53,12500003,03:28:20.3,
21,53,12505004,03:28:25.4,
21,53,12510003,03:28:30.3,
21,53,12515003,03:28:35.3,
21,53,12520003,03:28:40.3,
21,53,12525003,03:28:45.3,
21,53,12530003,03:28:50.3,
21,53,12535003,03:28:55.3,
21,53,12540003,03:29:00.3,
21,53,12545003,03:29:05.3,
21,53,12550003,03:29:10.3,
21,53,12555003,03:29:15.3,
21,53,12560003,03:29:20.3,
21,53,12565003,03:29:25.3,
21,53,12570003,03:29:30.3,
21,53,12575003,03:29:35.3,
21,53,12580003,03:29:40.3,
21,53,12585004,03:29:45.4,
21,53,12590003,03:29:50.3,
21,53,12595003,03:29:55.3,
21,53,12600003,03:30:00.3,
21,53,12605003,03:30:05.3,
21,53,12610003,03:30:10.3,
21,53,12615003,03:30:15.3,
21,53,12620003,03:30:20.3,
21,53,12625003,03:30:25.3,
21,53,12630003,03:30:30.3,
21,53,12635003,03:30:35.3,
21,53,12640003,03:30:40.3,
21,53,12645003,03:30:45.3,
21,53,12650003,03:30:50.3,
21,53,12655003,03:30:55.3,
21,53,12660003,03:31:00.3,
21,53,12665004,03:31:05.4,
21,53,12670003,03:31:10.3,
21,53,12675003,03:31:15.3,
21,53,12680003,03:31:20.3,
21,53,12685003,03:31:25.3,
21,53,12690003,03:31:30.3,
21,53,12695003,03:31:35.3,
21,53,12700003,03:31:40.3,
21,53,12705003,03:31:45.3,
21,53,12710003,03:31:50.3,
21,53,12715003,03:31:55.3,
21,53,12720003,03:32:00.3,
21,53,12725003,03:32:05.3,
21,53,12730003,03:32:10.3,
21,53,12735003,03:32:15.3,
21,53,12740003,03:32:20.3,
21,53,12745004,03:32:25.4,
21,53,12750003,03:32:30.3,
21,53,12755003,03:32:35.3,
21,53,12760003,03:32:40.3,
21,53,12765003,03:32:45.3,
21,53,12770003,03:32:50.3,
21,53,12775003,03:32:55.3,
21,53,12780003,03:33:00.3,
21,53,12785003,03:33:05.3,
21,53,12790003,03:33:10.3,
21,53,12795003,03:33:15.3,
21,53,12800003,03:33:20.3,
21,53,12805003,03:33:25.3,
21,53,12810003,03:33:30.3,
21,53,12815003,03:33:35.3,
21,53,12820003,03:33:40.3,
21,53,12825004,03:33:45.4,
21,53,12830003,03:33:50.3,
21,53,12835003,03:33:55.3,
21,53,12840003,03:34:00.3,
21,53,12845003,03:34:05.3,
21,53,12850003,03:34:10.3,
21,53,12855003,03:34:15.3,
21,53,12860003,03:34:20.3,
21,53,12865003,03:34:25.3,
21,53,12870003,03:34:30.3,
21,53,12875003,03:34:35.3,
21,53,12880003,03:34:40.3,
21,53,12885004,03:34:45.4,
21,53,12890003,03:34:50.3,
21,53,12895003,03:34:55.3,
21,53,12900003,03:35:00.3,
21,53,12905004,03:35:05.4,
21,53,12910003,03:35:10.3,
21,53,12915003,03:35:15.3,
21,53,12920003,03:35:20.3,
21,53,12925003,03:35:25.3,
21,53,12930003,03:35:30.3,
21,53,12935003,03:35:35.3,
21,53,12940003,03:35:40.3,
21,53,12945003,03:35:45.3,
21,53,12950003,03:35:50.3,
21,53,12955003,03:35:55.3,
21,53,12960003,03:36:00.3,
21,53,12965003,03:36:05.3,
21,53,12970003,03:36:10.3,
21,53,12975003,03:36:15.3,
21,53,12980003,03:36:20.3,
21,53,12985004,03:36:25.4,
21,53,12990003,03:36:30.3,
21,53,12995003,03:36:35.3,
21,53,13000003,03:36:40.3,
21,53,13005003,03:36:45.3,
21,53,13010003,03:36:50.3,
21,53,13015003,03:36:55.3,
21,53,13020003,03:37:00.3,
21,53,13025003,03:37:05.3,
21,53,13030009,03:37:10.9,
21,53,13035003,03:37:15.3,
21,53,13040003,03:37:20.3,
21,53,13045003,03:37:25.3,
21,53,13050003,03:37:30.3,
21,53,13055003,03:37:35.3,
21,53,13060003,03:37:40.3,
21,53,13065004,03:37:45.4,
21,53,13070003,03:37:50.3,
21,53,13075003,03:37:55.3,
21,53,13080003,03:38:00.3,
21,53,13085003,03:38:05.3,
21,53,13090003,03:38:10.3,
21,53,13095003,03:38:15.3,
21,53,13100003,03:38:20.3,
21,53,13105003,03:38:25.3,
21,53,13110003,03:38:30.3,
21,53,13115003,03:38:35.3,
21,53,13120003,03:38:40.3,
21,53,13125003,03:38:45.3,
21,53,13130003,03:38:50.3,
21,53,13135003,03:38:55.3,
21,53,13140003,03:39:00.3,
21,53,13145004,03:39:05.4,
21,53,13150003,03:39:10.3,
21,53,13155003,03:39:15.3,
21,53,13160003,03:39:20.3,
21,53,13165003,03:39:25.3,
21,53,13170003,03:39:30.3,
21,53,13175004,03:39:35.4,
21,53,13180003,03:39:40.3,
21,53,13185003,03:39:45.3,
21,53,13190003,03:39:50.3,
21,53,13195003,03:39:55.3,
21,53,13200003,03:40:00.3,
21,53,13205003,03:40:05.3,
21,53,13210003,03:40:10.3,
21,53,13215003,03:40:15.3,
21,53,13220003,03:40:20.3,
21,53,13225004,03:40:25.4,
21,53,13230003,03:40:30.3,
21,53,13235003,03:40:35.3,
21,53,13240003,03:40:40.3,
21,53,13245003,03:40:45.3,
21,53,13250003,03:40:50.3,
21,53,13255003,03:40:55.3,
21,53,13260003,03:41:00.3,
21,53,13265003,03:41:05.3,
21,53,13270003,03:41:10.3,
21,53,13275003,03:41:15.3,
21,53,13280003,03:41:20.3,
21,53,13285003,03:41:25.3,
21,53,13290003,03:41:30.3,
21,53,13295003,03:41:35.3,
21,53,13300003,03:41:40.3,
21,53,13305004,03:41:45.4,
21,53,13310003,03:41:50.3,
21,53,13315009,03:41:55.9,
21,53,13320003,03:42:00.3,
21,53,13325003,03:42:05.3,
21,53,13330003,03:42:10.3,
21,53,13335003,03:42:15.3,
21,53,13340003,03:42:20.3,
21,53,13345003,03:42:25.3,
21,53,13350003,03:42:30.3,
21,53,13355003,03:42:35.3,
21,53,13360003,03:42:40.3,
21,53,13365003,03:42:45.3,
21,53,13370003,03:42:50.3,
21,53,13375003,03:42:55.3,
21,53,13380003,03:43:00.3,
21,53,13385004,03:43:05.4,
21,53,13390003,03:43:10.3,
21,53,13395003,03:43:15.3,
21,53,13400003,03:43:20.3,
21,53,13405003,03:43:25.3,
21,53,13410003,03:43:30.3,
21,53,13415003,03:43:35.3,
21,53,13420003,03:43:40.3,
21,53,13425003,03:43:45.3,
21,53,13430003,03:43:50.3,
21,53,13435003,03:43:55.3,
21,53,13440003,03:44:00.3,
21,53,13445003,03:44:05.3,
21,53,13450003,03:44:10.3,
21,53,13455003,03:44:15.3,
21,53,13460003,03:44:20.3,
21,53,13465004,03:44:25.4,
21,53,13470003,03:44:30.3,
21,53,13475003,03:44:35.3,
21,53,13480003,03:44:40.3,
21,53,13485003,03:44:45.3,
21,53,13490003,03:44:50.3,
21,53,13495003,03:44:55.3,
21,53,13500003,03:45:00.3,
21,53,13505003,03:45:05.3,
21,53,13510003,03:45:10.3,
21,53,13515003,03:45:15.3,
21,53,13520003,03:45:20.3,
21,53,13525003,03:45:25.3,
21,53,13530003,03:45:30.3,
21,53,13535003,03:45:35.3,
21,53,13540003,03:45:40.3,
21,53,13545004,03:45:45.4,
21,53,13550003,03:45:50.3,
21,53,13555003,03:45:55.3,
21,53,13560003,03:46:00.3,
21,53,13565003,03:46:05.3,
21,53,13570003,03:46:10.3,
21,53,13575003,03:46:15.3,
21,53,13580003,03:46:20.3,
21,53,13585003,03:46:25.3,
21,53,13590003,03:46:30.3,
21,53,13595003,03:46:35.3,
21,53,13600003,03:46:40.3,
21,53,13605003,03:46:45.3,
21,53,13610003,03:46:50.3,
21,53,13615003,03:46:55.3,
21,53,13620003,03:47:00.3,
21,53,13625004,03:47:05.4,
21,53,13630003,03:47:10.3,
21,53,13635003,03:47:15.3,
21,53,13640003,03:47:20.3,
21,53,13645003,03:47:25.3,
21,53,13650003,03:47:30.3,
21,53,13655003,03:47:35.3,
21,53,13660003,03:47:40.3,
21,53,13665003,03:47:45.3,
21,53,13670003,03:47:50.3,
21,53,13675003,03:47:55.3,
21,53,13680003,03:48:00.3,
21,53,13685003,03:48:05.3,
21,53,13690003,03:48:10.3,
21,53,13695003,03:48:15.3,
21,53,13700003,03:48:20.3,
21,53,13705004,03:48:25.4,
21,53,13710003,03:48:30.3,
21,53,13715003,03:48:35.3,
21,53,13720003,03:48:40.3,
21,53,13725003,03:48:45.3,
21,53,13730003,03:48:50.3,
21,53,13735003,03:48:55.3,
21,53,13740003,03:49:00.3,
21,53,13745003,03:49:05.3,
21,53,13750003,03:49:10.3,
21,53,13755003,03:49:15.3,
21,53,13760003,03:49:20.3,
21,53,13765003,03:49:25.3,
21,53,13770003,03:49:30.3,
21,53,13775003,03:49:35.3,
21,53,13780003,03:49:40.3,
21,53,13785004,03:49:45.4,
21,53,13790003,03:49:50.3,
21,53,13795003,03:49:55.3,
21,53,13800003,03:50:00.3,
21,53,13805003,03:50:05.3,
21,53,13810003,03:50:10.3,
21,53,13815006,03:50:15.6,
21,53,13820003,03:50:20.3,
21,53,13825003,03:50:25.3,
21,53,13830003,03:50:30.3,
21,53,13835003,03:50:35.3,
21,53,13840003,03:50:40.3,
21,53,13845003,03:50:45.3,
21,53,13850003,03:50:50.3,
21,53,13855003,03:50:55.3,
21,53,13860003,03:51:00.3,
21,53,13865004,03:51:05.4,
21,53,13870003,03:51:10.3,
21,53,13875003,03:51:15.3,
21,53,13880003,03:51:20.3,
21,53,13885003,03:51:25.3,
21,53,13890003,03:51:30.3,
21,53,13895003,03:51:35.3,
21,53,13900003,03:51:40.3,
21,53,13905003,03:51:45.3,
21,53,13910003,03:51:50.3,
21,53,13915003,03:51:55.3,
21,53,13920003,03:52:00.3,
21,53,13925003,03:52:05.3,
21,53,13930003,03:52:10.3,
21,53,13935003,03:52:15.3,
21,53,13940003,03:52:20.3,
21,53,13945004,03:52:25.4,
21,53,13950003,03:52:30.3,
21,53,13955003,03:52:35.3,
21,53,13960003,03:52:40.3,
21,53,13965003,03:52:45.3,
21,53,13970003,03:52:50.3,
21,53,13975003,03:52:55.3,
21,53,13980003,03:53:00.3,
21,53,13985003,03:53:05.3,
21,53,13990003,03:53:10.3,
21,53,13995003,03:53:15.3,
21,53,14000003,03:53:20.3,
21,53,14005003,03:53:25.3,
21,53,14010003,03:53:30.3,
21,53,14015003,03:53:35.3,
21,53,14020003,03:53:40.3,
21,53,14025004,03:53:45.4,
21,53,14030003,03:53:50.3,
21,53,14035003,03:53:55.3,
21,53,14040003,03:54:00.3,
21,53,14045003,03:54:05.3,
21,53,14050003,03:54:10.3,
21,53,14055003,03:54:15.3,
21,53,14060003,03:54:20.3,
21,53,14065003,03:54:25.3,
21,53,14070003,03:54:30.3,
21,53,14075003,03:54:35.3,
21,53,14080003,03:54:40.3,
21,53,14085003,03:54:45.3,
21,53,14090003,03:54:50.3,
21,53,14095003,03:54:55.3,
21,53,14100008,03:55:00.8,
21,53,14105005,03:55:05.5,
21,53,14110003,03:55:10.3,
21,53,14115003,03:55:15.3,
21,53,14120003,03:55:20.3,
21,53,14125003,03:55:25.3,
21,53,14130003,03:55:30.3,
21,53,14135003,03:55:35.3,
21,53,14140003,03:55:40.3,
21,53,14145003,03:55:45.3,
21,53,14150003,03:55:50.3,
21,53,14155003,03:55:55.3,
21,53,14160003,03:56:00.3,
21,53,14165003,03:56:05.3,
21,53,14170003,03:56:10.3,
21,53,14175003,03:56:15.3,
21,53,14180003,03:56:20.3,
21,53,14185004,03:56:25.4,
21,53,14190003,03:56:30.3,
21,53,14195003,03:56:35.3,
21,53,14200003,03:56:40.3,
21,53,14205003,03:56:45.3,
21,53,14210003,03:56:50.3,
21,53,14215003,03:56:55.3,
21,53,14220003,03:57:00.3,
21,53,14225003,03:57:05.3,
21,53,14230003,03:57:10.3,
21,53,14235003,03:57:15.3,
21,53,14240003,03:57:20.3,
21,53,14245003,03:57:25.3,
21,53,14250003,03:57:30.3,
21,53,14255003,03:57:35.3,
21,53,14260003,03:57:40.3,
21,53,14265004,03:57:45.4,
21,53,14270003,03:57:50.3,
21,53,14275003,03:57:55.3,
21,53,14280003,03:58:00.3,
21,53,14285003,03:58:05.3,
21,53,14290003,03:58:10.3,
21,53,14295003,03:58:15.3,
21,53,14300003,03:58:20.3,
21,53,14305003,03:58:25.3,
21,53,14310003,03:58:30.3,
21,53,14315003,03:58:35.3,
21,53,14320003,03:58:40.3,
21,53,14325003,03:58:45.3,
21,53,14330003,03:58:50.3,
21,53,14335003,03:58:55.3,
21,53,14340003,03:59:00.3,
21,53,14345004,03:59:05.4,
21,53,14350003,03:59:10.3,
21,53,14355003,03:59:15.3,
21,53,14360003,03:59:20.3,
21,53,14365003,03:59:25.3,
21,53,14370003,03:59:30.3,
21,53,14375003,03:59:35.3,
21,53,14380003,03:59:40.3,
21,53,14385003,03:59:45.3,
21,53,14390003,03:59:50.3,
21,53,14395003,03:59:55.3,
21,53,14400003,04:00:00.3,
21,53,14405003,04:00:05.3,
21,53,14410003,04:00:10.3,
21,53,14415003,04:00:15.3,
21,53,14420003,04:00:20.3,
21,53,14425004,04:00:25.4,
21,53,14430003,04:00:30.3,
21,53,14435003,04:00:35.3,
21,53,14440003,04:00:40.3,
21,53,14445003,04:00:45.3,
21,53,14450003,04:00:50.3,
21,53,14455003,04:00:55.3,
21,53,14460003,04:01:00.3,
21,53,14465003,04:01:05.3,
21,53,14470003,04:01:10.3,
21,53,14475003,04:01:15.3,
21,53,14480003,04:01:20.3,
21,53,14485003,04:01:25.3,
21,53,14490003,04:01:30.3,
21,53,14495003,04:01:35.3,
21,53,14500003,04:01:40.3,
21,53,14505004,04:01:45.4,
21,53,14510003,04:01:50.3,
21,53,14515003,04:01:55.3,
21,53,14520003,04:02:00.3,
21,53,14525003,04:02:05.3,
21,53,14530003,04:02:10.3,
21,53,14535003,04:02:15.3,
21,53,14540003,04:02:20.3,
21,53,14545003,04:02:25.3,
21,53,14550003,04:02:30.3,
21,53,14555003,04:02:35.3,
21,53,14560003,04:02:40.3,
21,53,14565003,04:02:45.3,
21,53,14570003,04:02:50.3,
21,53,14575003,04:02:55.3,
21,53,14580003,04:03:00.3,
21,53,14585004,04:03:05.4,
21,53,14590003,04:03:10.3,
21,53,14595003,04:03:15.3,
21,53,14600003,04:03:20.3,
21,53,14605003,04:03:25.3,
21,53,14610003,04:03:30.3,
21,53,14615003,04:03:35.3,
21,53,14620003,04:03:40.3,
21,53,14625003,04:03:45.3,
21,53,14630003,04:03:50.3,
21,53,14635003,04:03:55.3,
21,53,14640003,04:04:00.3,
21,53,14645003,04:04:05.3,
21,53,14650003,04:04:10.3,
21,53,14655003,04:04:15.3,
21,53,14660003,04:04:20.3,
21,53,14665004,04:04:25.4,
21,53,14670003,04:04:30.3,
21,53,14675003,04:04:35.3,
21,53,14680003,04:04:40.3,
21,53,14685003,04:04:45.3,
21,53,14690003,04:04:50.3,
21,53,14695003,04:04:55.3,
21,53,14700003,04:05:00.3,
21,53,14705003,04:05:05.3,
21,53,14710003,04:05:10.3,
21,53,14715003,04:05:15.3,
21,53,14720003,04:05:20.3,
21,53,14725003,04:05:25.3,
21,53,14730003,04:05:30.3,
21,53,14735003,04:05:35.3,
21,53,14740003,04:05:40.3,
21,53,14745008,04:05:45.8,
21,53,14750003,04:05:50.3,
21,53,14755003,04:05:55.3,
21,53,14760003,04:06:00.3,
21,53,14765003,04:06:05.3,
21,53,14770003,04:06:10.3,
21,53,14775003,04:06:15.3,
21,53,14780003,04:06:20.3,
21,53,14785003,04:06:25.3,
21,53,14790003,04:06:30.3,
21,53,14795003,04:06:35.3,
21,53,14800003,04:06:40.3,
21,53,14805003,04:06:45.3,
21,53,14810003,04:06:50.3,
21,53,14815003,04:06:55.3,
21,53,14820003,04:07:00.3,
21,53,14825004,04:07:05.4,
21,53,14830003,04:07:10.3,
21,53,14835003,04:07:15.3,
21,53,14840003,04:07:20.3,
21,53,14845003,04:07:25.3,
21,53,14850003,04:07:30.3,
21,53,14855003,04:07:35.3,
21,53,14860003,04:07:40.3,
21,53,14865003,04:07:45.3,
21,53,14870003,04:07:50.3,
21,53,14875003,04:07:55.3,
21,53,14880003,04:08:00.3,
21,53,14885003,04:08:05.3,
21,53,14890005,04:08:10.5,
21,53,14895003,04:08:15.3,
21,53,14900003,04:08:20.3,
21,53,14905004,04:08:25.4,
21,53,14910003,04:08:30.3,
21,53,14915003,04:08:35.3,
21,53,14920003,04:08:40.3,
21,53,14925003,04:08:45.3,
21,53,14930003,04:08:50.3,
21,53,14935003,04:08:55.3,
21,53,14940003,04:09:00.3,
21,53,14945003,04:09:05.3,
21,53,14950003,04:09:10.3,
21,53,14955003,04:09:15.3,
21,53,14960003,04:09:20.3,
21,53,14965003,04:09:25.3,
21,53,14970003,04:09:30.3,
21,53,14975003,04:09:35.3,
21,53,14980003,04:09:40.3,
21,53,14985004,04:09:45.4,
21,53,14990003,04:09:50.3,
21,53,14995003,04:09:55.3,
21,53,15000003,04:10:00.3,
21,53,15005003,04:10:05.3,
21,53,15010003,04:10:10.3,
21,53,15015003,04:10:15.3,
21,53,15020003,04:10:20.3,
21,53,15025003,04:10:25.3,
21,53,15030003,04:10:30.3,
21,53,15035003,04:10:35.3,
21,53,15040003,04:10:40.3,
21,53,15045003,04:10:45.3,
21,53,15050003,04:10:50.3,
21,53,15055003,04:10:55.3,
21,53,15060003,04:11:00.3,
21,53,15065004,04:11:05.4,
21,53,15070003,04:11:10.3,
21,53,15075003,04:11:15.3,
21,53,15080003,04:11:20.3,
21,53,15085003,04:11:25.3,
21,53,15090003,04:11:30.3,
21,53,15095003,04:11:35.3,
21,53,15100003,04:11:40.3,
21,53,15105003,04:11:45.3,
21,53,15110003,04:11:50.3,
21,53,15115003,04:11:55.3,
21,53,15120003,04:12:00.3,
21,53,15125003,04:12:05.3,
21,53,15130003,04:12:10.3,
21,53,15135003,04:12:15.3,
21,53,15140003,04:12:20.3,
21,53,15145004,04:12:25.4,
21,53,15150003,04:12:30.3,
21,53,15155003,04:12:35.3,
21,53,15160003,04:12:40.3,
21,53,15165003,04:12:45.3,
21,53,15170003,04:12:50.3,
21,53,15175003,04:12:55.3,
21,53,15180003,04:13:00.3,
21,53,15185003,04:13:05.3,
21,53,15190003,04:13:10.3,
21,53,15195003,04:13:15.3,
21,53,15200003,04:13:20.3,
21,53,15205003,04:13:25.3,
21,53,15210003,04:13:30.3,
21,53,15215003,04:13:35.3,
21,53,15220003,04:13:40.3,
21,53,15225004,04:13:45.4,
21,53,15230003,04:13:50.3,
21,53,15235003,04:13:55.3,
21,53,15240003,04:14:00.3,
21,53,15245003,04:14:05.3,
21,53,15250003,04:14:10.3,
21,53,15255003,04:14:15.3,
21,53,15260003,04:14:20.3,
21,53,15265003,04:14:25.3,
21,53,15270003,04:14:30.3,
21,53,15275003,04:14:35.3,
21,53,15280003,04:14:40.3,
21,53,15285003,04:14:45.3,
21,53,15290003,04:14:50.3,
21,53,15295003,04:14:55.3,
21,53,15300003,04:15:00.3,
21,53,15305004,04:15:05.4,
21,53,15310003,04:15:10.3,
21,53,15315003,04:15:15.3,
21,53,15320003,04:15:20.3,
21,53,15325003,04:15:25.3,
21,53,15330003,04:15:30.3,
21,53,15335003,04:15:35.3,
21,53,15340003,04:15:40.3,
21,53,15345003,04:15:45.3,
21,53,15350003,04:15:50.3,
21,53,15355003,04:15:55.3,
21,53,15360003,04:16:00.3,
21,53,15365003,04:16:05.3,
21,53,15370003,04:16:10.3,
21,53,15375003,04:16:15.3,
21,53,15380003,04:16:20.3,
21,53,15385004,04:16:25.4,
21,53,15390003,04:16:30.3,
21,53,15395003,04:16:35.3,
21,53,15400003,04:16:40.3,
21,53,15405003,04:16:45.3,
21,53,15410003,04:16:50.3,
21,53,15415003,04:16:55.3,
21,53,15420003,04:17:00.3,
21,53,15425003,04:17:05.3,
21,53,15430003,04:17:10.3,
21,53,15435003,04:17:15.3,
21,53,15440003,04:17:20.3,
21,53,15445003,04:17:25.3,
21,53,15450003,04:17:30.3,
21,53,15455003,04:17:35.3,
21,53,15460003,04:17:40.3,
21,53,15465004,04:17:45.4,
21,53,15470003,04:17:50.3,
21,53,15475003,04:17:55.3,
21,53,15480003,04:18:00.3,
21,53,15485003,04:18:05.3,
21,53,15490003,04:18:10.3,
21,53,15495003,04:18:15.3,
21,53,15500003,04:18:20.3,
21,53,15505003,04:18:25.3,
21,53,15510003,04:18:30.3,
21,53,15515003,04:18:35.3,
21,53,15520003,04:18:40.3,
21,53,15525003,04:18:45.3,
21,53,15530006,04:18:50.6,
21,53,15535003,04:18:55.3,
21,53,15540003,04:19:00.3,
21,53,15545004,04:19:05.4,
21,53,15550003,04:19:10.3,
21,53,15555003,04:19:15.3,
21,53,15560003,04:19:20.3,
21,53,15565003,04:19:25.3,
21,53,15570003,04:19:30.3,
21,53,15575003,04:19:35.3,
21,53,15580003,04:19:40.3,
21,53,15585003,04:19:45.3,
21,53,15590003,04:19:50.3,
21,53,15595003,04:19:55.3,
21,53,15600003,04:20:00.3,
21,53,15605003,04:20:05.3,
21,53,15610003,04:20:10.3,
21,53,15615003,04:20:15.3,
21,53,15620003,04:20:20.3,
21,53,15625004,04:20:25.4,
21,53,15630003,04:20:30.3,
21,53,15635003,04:20:35.3,
21,53,15640003,04:20:40.3,
21,53,15645003,04:20:45.3,
21,53,15650003,04:20:50.3,
21,53,15655003,04:20:55.3,
21,53,15660003,04:21:00.3,
21,53,15665003,04:21:05.3,
21,53,15670003,04:21:10.3,
21,53,15675012,04:21:15.12,
21,53,15680003,04:21:20.3,
21,53,15685003,04:21:25.3,
21,53,15690003,04:21:30.3,
21,53,15695003,04:21:35.3,
21,53,15700003,04:21:40.3,
21,53,15705004,04:21:45.4,
21,53,15710003,04:21:50.3,
21,53,15715003,04:21:55.3,
21,53,15720003,04:22:00.3,
21,53,15725003,04:22:05.3,
21,53,15730003,04:22:10.3,
21,53,15735003,04:22:15.3,
21,53,15740003,04:22:20.3,
21,53,15745003,04:22:25.3,
21,53,15750003,04:22:30.3,
21,53,15755003,04:22:35.3,
21,53,15760003,04:22:40.3,
21,53,15765003,04:22:45.3,
21,53,15770003,04:22:50.3,
21,53,15775003,04:22:55.3,
21,53,15780003,04:23:00.3,
21,53,15785004,04:23:05.4,
21,53,15790003,04:23:10.3,
21,53,15795003,04:23:15.3,
21,53,15800003,04:23:20.3,
21,53,15805003,04:23:25.3,
21,53,15810003,04:23:30.3,
21,53,15815003,04:23:35.3,
21,53,15820005,04:23:40.5,
21,53,15825003,04:23:45.3,
21,53,15830003,04:23:50.3,
21,53,15835003,04:23:55.3,
21,53,15840003,04:24:00.3,
21,53,15845003,04:24:05.3,
21,53,15850003,04:24:10.3,
21,53,15855003,04:24:15.3,
21,53,15860003,04:24:20.3,
21,53,15865004,04:24:25.4,
21,53,15870003,04:24:30.3,
21,53,15875003,04:24:35.3,
21,53,15880003,04:24:40.3,
21,53,15885003,04:24:45.3,
21,53,15890003,04:24:50.3,
21,53,15895003,04:24:55.3,
21,53,15900003,04:25:00.3,
21,53,15905003,04:25:05.3,
21,52,15910003,04:25:10.3,
21,53,15915003,04:25:15.3,
21,52,15920003,04:25:20.3,
21,53,15925003,04:25:25.3,
21,53,15930003,04:25:30.3,
21,53,15935003,04:25:35.3,
21,53,15940003,04:25:40.3,
21,53,15945004,04:25:45.4,
21,53,15950003,04:25:50.3,
21,53,15955003,04:25:55.3,
21,53,15960003,04:26:00.3,
21,53,15965003,04:26:05.3,
21,53,15970003,04:26:10.3,
21,53,15975003,04:26:15.3,
21,53,15980003,04:26:20.3,
21,53,15985003,04:26:25.3,
21,53,15990003,04:26:30.3,
21,53,15995003,04:26:35.3,
21,53,16000003,04:26:40.3,
21,53,16005003,04:26:45.3,
21,53,16010003,04:26:50.3,
21,53,16015003,04:26:55.3,
21,53,16020003,04:27:00.3,
21,53,16025004,04:27:05.4,
21,53,16030003,04:27:10.3,
21,52,16035003,04:27:15.3,
21,53,16040003,04:27:20.3,
21,53,16045003,04:27:25.3,
21,53,16050003,04:27:30.3,
21,53,16055003,04:27:35.3,
21,52,16060003,04:27:40.3,
21,53,16065003,04:27:45.3,
21,53,16070003,04:27:50.3,
21,52,16075003,04:27:55.3,
21,53,16080003,04:28:00.3,
21,52,16085003,04:28:05.3,
21,53,16090003,04:28:10.3,
21,53,16095003,04:28:15.3,
21,53,16100003,04:28:20.3,
21,53,16105004,04:28:25.4,
21,53,16110003,04:28:30.3,
21,52,16115003,04:28:35.3,
21,53,16120003,04:28:40.3,
21,52,16125003,04:28:45.3,
21,52,16130003,04:28:50.3,
21,53,16135003,04:28:55.3,
21,53,16140003,04:29:00.3,
21,52,16145003,04:29:05.3,
21,52,16150003,04:29:10.3,
21,52,16155003,04:29:15.3,
21,52,16160003,04:29:20.3,
21,52,16165003,04:29:25.3,
21,53,16170003,04:29:30.3,
21,52,16175003,04:29:35.3,
21,53,16180003,04:29:40.3,
21,53,16185004,04:29:45.4,
21,53,16190003,04:29:50.3,
21,52,16195003,04:29:55.3,
21,52,16200003,04:30:00.3,
21,52,16205003,04:30:05.3,
21,52,16210003,04:30:10.3,
21,53,16215003,04:30:15.3,
21,52,16220003,04:30:20.3,
21,53,16225003,04:30:25.3,
21,52,16230003,04:30:30.3,
21,53,16235003,04:30:35.3,
21,53,16240003,04:30:40.3,
21,52,16245003,04:30:45.3,
21,52,16250003,04:30:50.3,
21,53,16255003,04:30:55.3,
21,52,16260003,04:31:00.3,
21,53,16265004,04:31:05.4,
21,53,16270003,04:31:10.3,
21,52,16275003,04:31:15.3,
21,52,16280003,04:31:20.3,
21,52,16285003,04:31:25.3,
21,52,16290003,04:31:30.3,
21,52,16295003,04:31:35.3,
21,52,16300003,04:31:40.3,
21,52,16305003,04:31:45.3,
21,52,16310003,04:31:50.3,
21,53,16315003,04:31:55.3,
21,52,16320003,04:32:00.3,
21,53,16325003,04:32:05.3,
21,52,16330003,04:32:10.3,
21,52,16335003,04:32:15.3,
21,52,16340003,04:32:20.3,
21,52,16345004,04:32:25.4,
21,52,16350003,04:32:30.3,
21,52,16355003,04:32:35.3,
21,52,16360003,04:32:40.3,
21,52,16365003,04:32:45.3,
21,52,16370003,04:32:50.3,
21,52,16375003,04:32:55.3,
21,52,16380003,04:33:00.3,
21,52,16385003,04:33:05.3,
21,52,16390003,04:33:10.3,
21,52,16395003,04:33:15.3,
21,52,16400003,04:33:20.3,
21,52,16405003,04:33:25.3,
21,52,16410003,04:33:30.3,
